Timestamp,Followers,Count
13:45.8,"['vvignesh_7', 'madhav._.086', 'bolloywood_reload', 'rishuu_01aug', 'ac14choudhary', 'aditya_p00122', 'siyachauha12345', 'palakmongia', 'rashiakanksha', 'shriya_.090', '_tanyagautam_01', 'rmzhsynsrahng', 'wandering_bits', '_rishu.kr_', 'radha.pvtt', 'hardikjain01', 'ishu_singh__0101', 'the.happy.proton', 'vineeta_2906', 'akashdas9735', 'itsmesmriti_', 'tulip_heart123', 'i_shiv_abhi', 'khushi_aggarwal99', 'harrykyadav', 'suhavikalsi', 'divyanshu_dm', 'shreya.shr_', 'poddar.4vinay', 'its_sunnygoyal', 'shayoni_2106', 'deysauravk', 'llgayatrill', '_akansha.jha_', '_vartikasrivastava_', 'poojarawatspace', 'meenuuuuus', 'insanesings', 'kaavya_gala', 'kanishk_mittal26', '_igotnochill_69', 'myselfrudraa', 'maheswar_dash7', 'kumaranbk', 'saurabh_512_guitar', 'prashob_prashu', 'muhsinaaaa.___', 'j_a_s_h_w_a_n_t.h_', 'harishkhannas', 'jerom_chrixtyon', 'neel9868', 'priyank24vlogs', 'spirit_of_the_universe_143', 'jaydeepsinh__._', '_merakist_', '_roopamgarg', 'success_san', 'neha.sharma.2104', 'crazy_hsapien', '_aditya_a11', 'gotta_becrazy', 'go.gadgets_', 'musicmakeoverstudio', 'var.himank', 'shayoni_5', 'dripboni', 'divyani.jha', 'kavish.bansal_', 'sobith_varada', 'lakshika_bhagat', 'sagararoraofficial', 'shivanipandey5666', 'pv2344t', 'd8tol', '28sayak', 'khushi_gupta55', 'pepper0ninipples', 'sh.loki', 'aditya_lakshminarayanan', '__jatin__fazedown', 'ronit_102', 'aanchal.dutt', 'skz._.waifu', 'constellar0_0', 'll.suburban.ll', 'subhadipdutta', 'pranav__chachra', 'samarth__9411', 'shreyyyyyyaaa', 'simar.sc', '1dan_1609_', 'unbridled_naked_thoughts', 'ronstar10_official', 'kaajal_sh', 'vaibhav.khandelwal', 'jatingoyalphotography', 'shaina___sachdeva', 'eswar_v_krishna', 'shivikabidhuriii', 'trishasennn', 'iamgowtham.____02', 'asmita.gulati', 'saurav1689', 'kaurageous_010', '_prashant_chawla', 'sri_venkanna_dora', 'smart_edumart', 'srijan.gupta27', 'woah_vaani', 'akshat_batra07', 'kartikeymahawar', '_rohit_rout', '1421_silentgaze', 'ayush.raj.608', 'sekharkrrish', 'idreamof._.unicorns', 'aishwarya_birlaa', 'tech_cj', 'yashika4212', 'ashiverma1699', 'varun.vijay.119', 'loki__13', '__sonali.singh__', 'rohit_varma_18', 'nishtha_dhir', 'muskaannmalik', 'mr_sethi_2511', 'harsh_goyal015', 'tamizh_iniyan_sr', '_kumar_shivam__', 'nikitahahaha99', 'lohi15', 'aman_maurya06', 'rishu_rishika_16', 'i_abhinavkumar', 'ritikasakhuja', 'simrantanwer', 'guru.01_', '_pooja.selva_', 'amaljogy', 'shubruhhh', 'ritishachatterjee01', 'starter_8978', '5aurav5aha', 'moumitaabiswass', 'kashi_sshhh', '_.dipankar', 'rrrriiiyya', 'agmusics', 'bugs_bunny.20', 'bhawesh_tiwari', 'sini_2k', 'choubeysatyam7', 'parshant.insta', 'nikhiladdha', 'salmannehru', 'rithiksinghal', 'anjali_saxena.as', 'spellitnandini', '_.aanchal.jha._', 'divs2518', 'kvanshika10', 'piyushxmital', 'khushi2801_', '_shreyasj_00', 'nidhiibatra', 'sonakshivashisht', '_shanaya__thakur', 'saksham_pathak15', 'titikshagogna', 'haarsh01', 'pronoyaa_chatterjii', 'clipnsnip02', 'tania_chauhan25', 'baswal_yash', 'officialekrarali', 'jurossicgeller_', '_kumar__raja_', 'muskan.bhalla_', '_bliss_uk', 'dasgupta_priyakshi', '1313bunnygill', 'steyn_gun.wright11', 'shivam_996', 'karthiksanka', 'milith_vadigi', 'aayush_dhondiyal', 'sarvesh_2001', 'jatin.2501', 'kaur_3801', 'clicks_ontheway', 'shikhar.khurana.923', 'mickys_jampad', 'gkartik18', 'silverliteindia', 'arpithiside']",196
26:50.7,"['madhav._.086', 'bolloywood_reload', 'rishuu_01aug', 'ac14choudhary', 'aditya_p00122', 'siyachauha12345', 'palakmongia', 'rashiakanksha', 'shriya_.090', '_tanyagautam_01', 'rmzhsynsrahng', 'wandering_bits', '_rishu.kr_', 'radha.pvtt', 'hardikjain01', 'ishu_singh__0101', 'the.happy.proton', 'vineeta_2906', 'akashdas9735', 'itsmesmriti_', 'tulip_heart123', 'i_shiv_abhi', 'khushi_aggarwal99', 'harrykyadav', 'suhavikalsi', 'divyanshu_dm', 'shreya.shr_', 'poddar.4vinay', 'its_sunnygoyal', 'shayoni_2106', 'deysauravk', 'llgayatrill', '_akansha.jha_', '_vartikasrivastava_', 'poojarawatspace', 'meenuuuuus', 'insanesings', 'kaavya_gala', 'kanishk_mittal26', '_igotnochill_69', 'myselfrudraa', 'maheswar_dash7', 'kumaranbk', 'saurabh_512_guitar', 'prashob_prashu', 'muhsinaaaa.___', 'j_a_s_h_w_a_n_t.h_', 'harishkhannas', 'jerom_chrixtyon', 'neel9868', 'priyank24vlogs', 'spirit_of_the_universe_143', 'jaydeepsinh__._', '_merakist_', '_roopamgarg', 'success_san', 'neha.sharma.2104', 'crazy_hsapien', '_aditya_a11', 'gotta_becrazy', 'go.gadgets_', 'musicmakeoverstudio', 'var.himank', 'shayoni_5', 'dripboni', 'divyani.jha', 'kavish.bansal_', 'sobith_varada', 'lakshika_bhagat', 'sagararoraofficial', 'shivanipandey5666', 'pv2344t', 'd8tol', '28sayak', 'khushi_gupta55', 'pepper0ninipples', 'sh.loki', 'aditya_lakshminarayanan', '__jatin__fazedown', 'ronit_102', 'aanchal.dutt', 'skz._.waifu', 'constellar0_0', 'll.suburban.ll', 'subhadipdutta', 'pranav__chachra', 'samarth__9411', 'shreyyyyyyaaa', 'simar.sc', '1dan_1609_', 'unbridled_naked_thoughts', 'ronstar10_official', 'kaajal_sh', 'vaibhav.khandelwal', 'jatingoyalphotography', 'shaina___sachdeva', 'eswar_v_krishna', 'shivikabidhuriii', 'trishasennn', 'iamgowtham.____02', 'asmita.gulati', 'saurav1689', 'kaurageous_010', '_prashant_chawla', 'sri_venkanna_dora', 'smart_edumart', 'srijan.gupta27', 'woah_vaani', 'akshat_batra07', 'kartikeymahawar', '_rohit_rout', '1421_silentgaze', 'ayush.raj.608', 'sekharkrrish', 'idreamof._.unicorns', 'aishwarya_birlaa', 'tech_cj', 'yashika4212', 'ashiverma1699', 'varun.vijay.119', 'loki__13', '__sonali.singh__', 'rohit_varma_18', 'nishtha_dhir', 'muskaannmalik', 'mr_sethi_2511', 'harsh_goyal015', 'tamizh_iniyan_sr', '_kumar_shivam__', 'nikitahahaha99', 'lohi15', 'aman_maurya06', 'rishu_rishika_16', 'i_abhinavkumar', 'ritikasakhuja', 'simrantanwer', 'guru.01_', '_pooja.selva_', 'amaljogy', 'shubruhhh', 'ritishachatterjee01', 'starter_8978', '5aurav5aha', 'moumitaabiswass', 'kashi_sshhh', '_.dipankar', 'rrrriiiyya', 'agmusics', 'bugs_bunny.20', 'bhawesh_tiwari', 'sini_2k', 'choubeysatyam7', 'parshant.insta', 'nikhiladdha', 'salmannehru', 'rithiksinghal', 'anjali_saxena.as', 'spellitnandini', '_.aanchal.jha._', 'divs2518', 'kvanshika10', 'piyushxmital', 'khushi2801_', '_shreyasj_00', 'nidhiibatra', 'sonakshivashisht', '_shanaya__thakur', 'saksham_pathak15', 'titikshagogna', 'haarsh01', 'pronoyaa_chatterjii', 'clipnsnip02', 'tania_chauhan25', 'baswal_yash', 'officialekrarali', 'jurossicgeller_', '_kumar__raja_', 'muskan.bhalla_', '_bliss_uk', 'dasgupta_priyakshi', '1313bunnygill', 'steyn_gun.wright11', 'shivam_996', 'karthiksanka', 'milith_vadigi', 'aayush_dhondiyal', 'sarvesh_2001', 'jatin.2501', 'kaur_3801', 'clicks_ontheway', 'shikhar.khurana.923', 'mickys_jampad', 'gkartik18', 'silverliteindia', 'arpithiside']",195
